Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
46	18	4.178136	2842	56.840000	1.652655	1.027353	1.000000	3.270605	0.001678	0.000737	0.000903	0.002970	0.007127	0.003254	0.004070	0.010620	0.007010	0.003080	0.003773	0.012409	Cyclodomorphus_branchialis,Cyclodomorphus_casuarinae,Cyclodomorphus_celatus,Cyclodomorphus_gerrardii,Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus,Cyclodomorphus_maximus,Cyclodomorphus_michaeli,Cyclodomorphus_praealtus,Cyclodomorphus_venustus,Tiliqua_adelaidensis,Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
47	11	0.596576	4495	89.900000	6.255941	1.118390	2.028106	15.235095	0.006153	0.001779	0.001936	0.012900	0.001018	0.000465	0.000581	0.001516	0.003671	0.001062	0.001155	0.007696	Cyclodomorphus_casuarinae,Cyclodomorphus_gerrardii,Cyclodomorphus_michaeli,Cyclodomorphus_praealtus,Tiliqua_adelaidensis,Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
48	7	1.705137	4751	95.020000	7.528718	2.139539	2.401871	14.748769	0.007392	0.002009	0.002235	0.013110	0.002908	0.001328	0.001661	0.004334	0.012605	0.003426	0.003811	0.022354	Tiliqua_adelaidensis,Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
49	6	5.200500	4768	95.360000	2.917446	2.240640	2.139747	4.902843	0.002917	0.001893	0.002072	0.004481	0.008871	0.004050	0.005065	0.013219	0.015169	0.009847	0.010778	0.023306	Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
50	3	1.536600	4871	97.420000	3.467027	2.271414	2.287493	6.742349	0.003441	0.001995	0.002195	0.005808	0.002621	0.001197	0.001497	0.003906	0.005288	0.003066	0.003373	0.008924	Tiliqua_multifasciata,Tiliqua_occipitalis,Tiliqua_rugosa	
51	2	3.544700	4866	97.320000	2.364163	2.293975	2.192401	1.867442	0.002361	0.002000	0.002122	0.001618	0.006046	0.002760	0.003453	0.009010	0.008369	0.007088	0.007521	0.005734	Tiliqua_multifasciata,Tiliqua_occipitalis	
52	1	3.660300	4901	98.020000	2.886149	2.386536	2.307552	3.913094	0.002895	0.002003	0.002207	0.003545	0.006243	0.002850	0.003565	0.009304	0.010597	0.007332	0.008078	0.012978	Tiliqua_occipitalis	
53	1	3.660300	4894	97.880000	2.707888	2.349324	2.249488	3.549818	0.002693	0.001980	0.002174	0.002966	0.006243	0.002850	0.003565	0.009304	0.009859	0.007248	0.007956	0.010857	Tiliqua_multifasciata	
54	1	7.205000	4895	97.900000	2.893627	2.400017	2.305727	3.709733	0.002876	0.001963	0.002203	0.003084	0.012290	0.005611	0.007018	0.018314	0.020722	0.014147	0.015875	0.022219	Tiliqua_rugosa	
55	3	1.847100	4771	95.420000	2.204222	2.198641	1.991175	2.293051	0.002193	0.001864	0.001970	0.001831	0.003151	0.001438	0.001799	0.004695	0.004051	0.003442	0.003639	0.003382	Tiliqua_gigas,Tiliqua_nigrolutea,Tiliqua_scincoides	
56	2	3.579100	4777	95.540000	2.124968	2.182194	1.995941	1.610845	0.002128	0.001862	0.001975	0.001304	0.006105	0.002787	0.003486	0.009097	0.007616	0.006664	0.007068	0.004668	Tiliqua_gigas,Tiliqua_scincoides	
57	1	3.315400	4793	95.860000	2.297729	2.199231	2.039315	2.532439	0.002293	0.001840	0.002001	0.002163	0.005655	0.002582	0.003229	0.008427	0.007601	0.006100	0.006634	0.007171	Tiliqua_gigas	
58	1	3.315400	4786	95.720000	2.196017	2.188927	2.022442	1.818415	0.002200	0.001888	0.001991	0.001494	0.005655	0.002582	0.003229	0.008427	0.007294	0.006261	0.006601	0.004953	Tiliqua_scincoides	
59	1	6.894500	4761	95.220000	2.052786	2.211610	1.973365	1.328145	0.002057	0.001861	0.001956	0.001046	0.011760	0.005369	0.006715	0.017525	0.014180	0.012829	0.013483	0.007215	Tiliqua_nigrolutea	
60	1	13.942100	4578	91.560000	1.931784	1.012531	1.855835	1.184309	0.001934	0.001833	0.001861	0.000787	0.023781	0.010857	0.013580	0.035438	0.026959	0.025554	0.025951	0.010970	Tiliqua_adelaidensis	
61	4	5.849988	4468	89.360000	1.905346	1.005574	1.727606	1.925117	0.001903	0.001818	0.001769	0.001520	0.009978	0.004556	0.005698	0.014870	0.011130	0.010634	0.010349	0.008893	Cyclodomorphus_casuarinae,Cyclodomorphus_gerrardii,Cyclodomorphus_michaeli,Cyclodomorphus_praealtus	
62	3	6.916150	4513	90.260000	1.854244	1.024959	1.728380	1.402944	0.001858	0.001813	0.001768	0.001192	0.011797	0.005386	0.006736	0.017580	0.012848	0.012539	0.012227	0.008247	Cyclodomorphus_casuarinae,Cyclodomorphus_michaeli,Cyclodomorphus_praealtus	
63	2	0.719900	4553	91.060000	2.164842	1.026358	1.761672	3.866970	0.002163	0.001804	0.001788	0.003688	0.001228	0.000561	0.000701	0.001830	0.001557	0.001298	0.001287	0.002655	Cyclodomorphus_casuarinae,Cyclodomorphus_praealtus	
64	1	2.161200	4544	90.880000	1.905919	1.020194	1.743221	1.869233	0.001892	0.001828	0.001779	0.001308	0.003686	0.001683	0.002105	0.005493	0.004088	0.003950	0.003844	0.002827	Cyclodomorphus_casuarinae	
65	1	2.161200	4577	91.540000	2.020560	1.001335	1.802700	1.931846	0.002022	0.001817	0.001801	0.001727	0.003686	0.001683	0.002105	0.005493	0.004370	0.003927	0.003893	0.003732	Cyclodomorphus_praealtus	
66	1	2.881100	4526	90.520000	1.914134	1.003679	1.763386	1.461502	0.001920	0.001824	0.001784	0.001316	0.004914	0.002244	0.002806	0.007323	0.005532	0.005255	0.005140	0.003791	Cyclodomorphus_michaeli	
67	1	9.797250	4518	90.360000	2.122039	1.000077	1.810213	2.816996	0.002140	0.001776	0.001800	0.002879	0.016711	0.007630	0.009543	0.024903	0.020963	0.017400	0.017631	0.028207	Cyclodomorphus_gerrardii	
68	7	0.108814	2786	55.720000	1.356535	0.976883	1.000000	2.897891	0.001412	0.000736	0.000870	0.003117	0.000186	0.000085	0.000106	0.000277	0.000154	0.000080	0.000095	0.000339	Cyclodomorphus_branchialis,Cyclodomorphus_celatus,Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus,Cyclodomorphus_maximus,Cyclodomorphus_venustus	
69	6	1.238100	2846	56.920000	1.116238	0.978751	1.000000	1.829646	0.001130	0.000743	0.000861	0.001541	0.002112	0.000964	0.001206	0.003147	0.001399	0.000920	0.001066	0.001908	Cyclodomorphus_celatus,Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus,Cyclodomorphus_maximus,Cyclodomorphus_venustus	
70	5	7.695100	2892	57.840000	0.912572	0.995179	1.000000	0.590318	0.000933	0.000746	0.000842	0.000513	0.013126	0.005992	0.007495	0.019560	0.007179	0.005738	0.006483	0.003949	Cyclodomorphus_celatus,Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus,Cyclodomorphus_venustus	
71	4	0.551400	3008	60.160000	1.076967	1.011337	1.000000	1.566611	0.001103	0.000761	0.000861	0.001469	0.000941	0.000429	0.000537	0.001402	0.000608	0.000420	0.000475	0.000810	Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus,Cyclodomorphus_venustus	
72	3	2.655400	3087	61.740000	0.966879	0.995979	1.000000	0.727662	0.000984	0.000749	0.000868	0.000614	0.004529	0.002068	0.002586	0.006750	0.002613	0.001990	0.002304	0.001630	Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus	
73	2	2.319600	3188	63.760000	1.002149	1.012832	1.000000	0.942722	0.001031	0.000735	0.000877	0.000962	0.003957	0.001806	0.002259	0.005896	0.002391	0.001706	0.002034	0.002231	Cyclodomorphus_m.elongatus,Cyclodomorphus_m.siticulosus	
74	1	1.675400	3302	66.040000	1.363144	1.012505	1.000000	2.265584	0.001378	0.000771	0.000920	0.002050	0.002858	0.001305	0.001632	0.004259	0.002308	0.001291	0.001541	0.003434	Cyclodomorphus_m.siticulosus	
75	1	1.675400	3184	63.680000	1.009250	1.006191	1.000000	0.849633	0.001034	0.000771	0.000880	0.000814	0.002858	0.001305	0.001632	0.004259	0.001733	0.001291	0.001474	0.001364	Cyclodomorphus_m.elongatus	
76	1	3.995000	3103	62.060000	1.013336	1.004837	1.000000	0.936747	0.001033	0.000758	0.000876	0.000815	0.006814	0.003111	0.003891	0.010155	0.004127	0.003028	0.003500	0.003257	Cyclodomorphus_m.melanops	
77	1	6.650400	2966	59.320000	0.952378	0.998564	1.000000	0.744731	0.000970	0.000764	0.000858	0.000584	0.011344	0.005179	0.006477	0.016904	0.006448	0.005083	0.005705	0.003882	Cyclodomorphus_venustus	
78	1	7.201800	2875	57.500000	0.915949	0.994584	1.000000	0.613117	0.000934	0.000752	0.000843	0.000463	0.012284	0.005608	0.007015	0.018306	0.006725	0.005415	0.006071	0.003332	Cyclodomorphus_celatus	
79	1	14.896900	2782	55.640000	0.939696	1.004356	1.000000	0.663642	0.000961	0.000736	0.000851	0.000563	0.025410	0.011601	0.014510	0.037865	0.014313	0.010970	0.012672	0.008384	Cyclodomorphus_maximus	
80	1	16.135000	2705	54.100000	0.964143	1.002740	1.000000	0.727015	0.000988	0.000745	0.000860	0.000622	0.027522	0.012565	0.015715	0.041012	0.015942	0.012021	0.013884	0.010030	Cyclodomorphus_branchialis	
81	15	2.250929	3712	74.240000	0.562104	0.265174	0.384897	0.699691	0.000561	0.000273	0.000453	0.000701	0.003839	0.001753	0.002192	0.005721	0.001263	0.000615	0.001020	0.001579	Liopholis_guthega,Liopholis_inornata,Liopholis_kintorei,Liopholis_margaretae,Liopholis_modesta,Liopholis_montana,Liopholis_multiscutata,Liopholis_personata,Liopholis_pulchra,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2,Liopholis_striata,Liopholis_whitii,Lissolepis_coventryi	
82	14	5.781949	4109	82.180000	0.456331	0.266875	0.340777	0.457644	0.000451	0.000261	0.000379	0.000399	0.009862	0.004503	0.005632	0.014697	0.002608	0.001508	0.002192	0.002305	Liopholis_guthega,Liopholis_inornata,Liopholis_kintorei,Liopholis_margaretae,Liopholis_modesta,Liopholis_montana,Liopholis_multiscutata,Liopholis_personata,Liopholis_pulchra,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2,Liopholis_striata,Liopholis_whitii	
83	13	0.974386	4230	84.600000	0.506230	0.281242	0.351944	0.812224	0.000505	0.000260	0.000383	0.000755	0.001662	0.000759	0.000949	0.002477	0.000493	0.000253	0.000373	0.000736	Liopholis_guthega,Liopholis_inornata,Liopholis_kintorei,Liopholis_margaretae,Liopholis_modesta,Liopholis_montana,Liopholis_multiscutata,Liopholis_personata,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2,Liopholis_striata,Liopholis_whitii	
84	9	0.581508	4274	85.480000	0.553401	0.298503	0.372798	0.841627	0.000549	0.000286	0.000408	0.000758	0.000992	0.000453	0.000566	0.001478	0.000319	0.000166	0.000237	0.000441	Liopholis_inornata,Liopholis_kintorei,Liopholis_margaretae,Liopholis_modesta,Liopholis_multiscutata,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2,Liopholis_striata	
85	7	5.119296	4301	86.020000	0.555059	0.300156	0.412561	0.759041	0.000547	0.000324	0.000462	0.000579	0.008732	0.003987	0.004986	0.013012	0.002802	0.001657	0.002367	0.002964	Liopholis_inornata,Liopholis_kintorei,Liopholis_multiscutata,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2,Liopholis_striata	
86	6	1.852562	4443	88.860000	3.785449	0.726060	1.064701	5.311222	0.003888	0.000708	0.001141	0.004952	0.003160	0.001443	0.001804	0.004709	0.007202	0.001311	0.002114	0.009174	Liopholis_inornata,Liopholis_kintorei,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2,Liopholis_striata	
87	4	2.089812	4354	87.080000	0.645945	0.382210	0.545001	0.550102	0.000647	0.000486	0.000582	0.000430	0.003565	0.001627	0.002035	0.005312	0.001352	0.001015	0.001216	0.000898	Liopholis_inornata,Liopholis_slateri,Liopholis_sp.nov,Liopholis_sp.nov2	
88	3	0.988050	4393	87.860000	0.717924	0.400036	0.586667	0.890065	0.000722	0.000537	0.000616	0.000771	0.001685	0.000769	0.000962	0.002511	0.000714	0.000531	0.000609	0.000762	Liopholis_inornata,Liopholis_slateri,Liopholis_sp.nov	
