Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List	
32	1	9.732033	2454	49.080000	0.896496	1.001860	1.000000	0.328143	0.000650	0.000552	0.000615	0.000238	0.007681	0.005558	0.006783	0.003239	0.006324	0.005375	0.005986	0.002314	Egernia_hosmeri	
33	1	14.071125	2286	45.720000	0.985432	0.993111	1.000000	0.730947	0.000715	0.000559	0.000636	0.000503	0.011105	0.008036	0.009808	0.004683	0.010065	0.007868	0.008945	0.007075	Egernia_rugosa	
34	4	4.128795	2912	58.240000	2.448072	1.004404	1.000000	3.998884	0.001767	0.000581	0.000730	0.002786	0.003259	0.002358	0.002878	0.001374	0.007294	0.002398	0.003015	0.011502	Egernia_cunninghami,Egernia_mcpheei,Egernia_saxatilis,Egernia_striolata	
35	2	4.762950	2470	49.400000	0.949058	1.004562	1.000000	0.499163	0.000687	0.000563	0.000633	0.000343	0.003759	0.002720	0.003320	0.001585	0.003274	0.002681	0.003015	0.001636	Egernia_cunninghami,Egernia_saxatilis	
36	1	6.487700	2448	48.960000	0.957604	1.016449	1.000000	0.740613	0.000693	0.000558	0.000634	0.000477	0.005120	0.003705	0.004522	0.002159	0.004494	0.003618	0.004113	0.003097	Egernia_saxatilis	
37	1	6.487700	2459	49.180000	0.942062	0.999969	1.000000	0.404680	0.000682	0.000555	0.000633	0.000280	0.005120	0.003705	0.004522	0.002159	0.004427	0.003604	0.004108	0.001816	Egernia_cunninghami	
38	2	1.184650	2676	53.520000	1.646967	1.007311	1.000000	3.272886	0.001196	0.000588	0.000673	0.002389	0.000935	0.000677	0.000826	0.000394	0.001417	0.000696	0.000797	0.002830	Egernia_mcpheei,Egernia_striolata	
39	1	10.066000	2601	52.020000	1.176440	0.999172	1.000000	1.307110	0.000847	0.000585	0.000670	0.000865	0.007944	0.005749	0.007016	0.003350	0.008526	0.005890	0.006749	0.008711	Egernia_mcpheei	
40	1	10.066000	2475	49.500000	0.985945	0.995050	1.000000	0.492465	0.000715	0.000568	0.000649	0.000368	0.007944	0.005749	0.007016	0.003350	0.007193	0.005718	0.006538	0.003702	Egernia_striolata	
41	3	4.534425	2067	41.340000	0.920078	1.001893	1.000000	0.391630	0.000670	0.000556	0.000622	0.000310	0.003579	0.002590	0.003160	0.001509	0.003037	0.002522	0.002819	0.001407	Bellatorias_frerei,Bellatorias_major,Bellatorias_obiri	
42	2	1.902950	2311	46.220000	1.314002	0.968709	1.000000	2.394283	0.000946	0.000555	0.000635	0.001604	0.001502	0.001087	0.001326	0.000633	0.001800	0.001056	0.001208	0.003052	Bellatorias_frerei,Bellatorias_major	
43	1	10.936800	2168	43.360000	0.915402	0.996725	1.000000	0.333716	0.000665	0.000543	0.000621	0.000248	0.008632	0.006246	0.007623	0.003640	0.007269	0.005940	0.006792	0.002709	Bellatorias_major	
44	1	10.936800	2177	43.540000	0.924446	0.998117	1.000000	0.425247	0.000670	0.000540	0.000622	0.000305	0.008632	0.006246	0.007623	0.003640	0.007331	0.005902	0.006799	0.003336	Bellatorias_frerei	
45	1	12.839750	2273	45.460000	1.256649	1.009282	1.000000	1.550182	0.000915	0.000565	0.000657	0.001161	0.010133	0.007333	0.008949	0.004273	0.011750	0.007261	0.008436	0.014901	Bellatorias_obiri	
46	18	4.178136	4822	96.440000	11.842102	6.547742	9.916161	8.531216	0.008517	0.005513	0.007115	0.006094	0.003297	0.002386	0.002912	0.001390	0.035586	0.023032	0.029729	0.025463	Cyclodomorphus_branchialis,Cyclodomorphus_casuarinae,Cyclodomorphus_celatus,Cyclodomorphus_gerrardii,Cyclodomorphus_m.elongatus,Cyclodomorphus_m.melanops,Cyclodomorphus_m.siticulosus,Cyclodomorphus_maximus,Cyclodomorphus_michaeli,Cyclodomorphus_praealtus,Cyclodomorphus_venustus,Tiliqua_adelaidensis,Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
47	11	0.596576	2193	43.860000	1.153373	1.010130	1.000000	1.964377	0.000834	0.000549	0.000639	0.001380	0.000471	0.000341	0.000416	0.000199	0.000498	0.000328	0.000381	0.000823	Cyclodomorphus_casuarinae,Cyclodomorphus_gerrardii,Cyclodomorphus_michaeli,Cyclodomorphus_praealtus,Tiliqua_adelaidensis,Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
48	7	1.705137	2362	47.240000	1.311228	0.995198	1.000000	2.269916	0.000948	0.000543	0.000652	0.001591	0.001346	0.000974	0.001188	0.000567	0.001617	0.000926	0.001112	0.002713	Tiliqua_adelaidensis,Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
49	6	5.200500	2580	51.600000	1.334688	0.998209	1.000000	1.864139	0.000961	0.000560	0.000674	0.001272	0.004104	0.002970	0.003625	0.001731	0.004998	0.002914	0.003506	0.006616	Tiliqua_gigas,Tiliqua_multifasciata,Tiliqua_nigrolutea,Tiliqua_occipitalis,Tiliqua_rugosa,Tiliqua_scincoides	
50	3	1.536600	3069	61.380000	3.042363	1.021465	1.000000	5.341563	0.002209	0.000603	0.000748	0.003905	0.001213	0.000878	0.001071	0.000511	0.003395	0.000927	0.001149	0.006001	Tiliqua_multifasciata,Tiliqua_occipitalis,Tiliqua_rugosa	
51	2	3.544700	2719	54.380000	0.942665	0.992636	1.000000	0.566114	0.000683	0.000545	0.000626	0.000377	0.002798	0.002024	0.002471	0.001180	0.002422	0.001931	0.002218	0.001337	Tiliqua_multifasciata,Tiliqua_occipitalis	
52	1	3.660300	2706	54.120000	0.916570	0.998223	1.000000	0.428985	0.000665	0.000549	0.000622	0.000297	0.002889	0.002090	0.002551	0.001218	0.002434	0.002008	0.002277	0.001088	Tiliqua_occipitalis	
53	1	3.660300	2723	54.460000	0.919590	1.002124	1.000000	0.389221	0.000668	0.000548	0.000623	0.000289	0.002889	0.002090	0.002551	0.001218	0.002444	0.002007	0.002281	0.001056	Tiliqua_multifasciata	
54	1	7.205000	2549	50.980000	1.009621	0.997468	1.000000	0.598947	0.000731	0.000557	0.000654	0.000423	0.005686	0.004115	0.005022	0.002398	0.005269	0.004010	0.004712	0.003050	Tiliqua_rugosa	
55	3	1.847100	2588	51.760000	1.068421	1.011503	1.000000	1.103311	0.000773	0.000556	0.000660	0.000794	0.001458	0.001055	0.001287	0.000615	0.001427	0.001028	0.001219	0.001467	Tiliqua_gigas,Tiliqua_nigrolutea,Tiliqua_scincoides	
56	2	3.579100	2919	58.380000	1.379070	1.006055	1.000000	1.726555	0.000994	0.000572	0.000708	0.001224	0.002825	0.002044	0.002495	0.001191	0.003556	0.002047	0.002534	0.004382	Tiliqua_gigas,Tiliqua_scincoides	
57	1	3.315400	3122	62.440000	1.803277	0.995259	1.000000	2.455747	0.001308	0.000591	0.000766	0.001756	0.002617	0.001893	0.002311	0.001103	0.004337	0.001958	0.002539	0.005821	Tiliqua_gigas	
58	1	3.315400	2801	56.020000	1.078403	1.005612	1.000000	0.582106	0.000782	0.000551	0.000683	0.000434	0.002617	0.001893	0.002311	0.001103	0.002592	0.001826	0.002264	0.001438	Tiliqua_scincoides	
59	1	6.894500	2549	50.980000	0.971398	1.001780	1.000000	0.380325	0.000705	0.000546	0.000652	0.000276	0.005441	0.003937	0.004805	0.002294	0.004857	0.003762	0.004497	0.001901	Tiliqua_nigrolutea	
60	1	13.942100	2230	44.600000	0.949001	1.005932	1.000000	0.484146	0.000689	0.000556	0.000635	0.000377	0.011003	0.007962	0.009718	0.004640	0.009610	0.007751	0.008852	0.005261	Tiliqua_adelaidensis	
