Genus_species,Family,Subfamily,Museum,Rego,Snout_Vent,Snout_Axilla,Interlimb,Body_Width,Pelvic_Width,Pelvic_Height,Head_Width,Head_Length,Snout_Eye,Snout_Tip,Eye_Diameter,Head_Depth,Tail_Width,Total_Tail,Tail_Length,Tail_Loss,RG,RG2,Arm,Upper_Arm,Lower_Arm,Hand,Number of digits forelimb,Leg,Upper_Leg,Lower_Leg,Foot,Number of digits hindlimb,State/Province,Verbatim Locaility,Latitude,Longitude,Notes,Data Collector
Egernia eos,Scincidae,Egerniinae,WAM,R22034,102.65,34.45,64.58,28.12,9.9,12.79,17.12,18.63,6.15,,4.54,13.26,16.41,,38.75,N,NA,NA,27.69,14.35,11.01,10.44,5,34.57,15.06,13.67,15.49,5,Western Australia,PRINCE REGENT RIVER NATURE RESERVE,-26.133333,126.583333,,Chapple Group
Egernia epsisolus,Scincidae,Egerniinae,WAM,R170137,107.14,41.78,58.47,22.85,8.86,9.11,15.39,19.07,5.73,,4.82,10.22,15.59,,42.46,N,NA,NA,32.02,14.6,12.05,10.93,5,34,13.95,13.81,12.84,5,Western Australia,MEENTHEENA,-21.279722,118.698889,,Chapple Group
Egernia epsisolus,Scincidae,Egerniinae,WAM,R139319,105.46,37.06,60.67,23.97,9.48,8.13,13.34,17.97,5.14,,3.93,10.6,13.39,,45.94,N,NA,NA,31.8,14.89,11.58,12.11,5,34,13.44,12.91,13.95,5,Western Australia,ABYDOS,-21.351111,120.446944,,Chapple Group
Egernia epsisolus,Scincidae,Egerniinae,WAM,R10794,102.93,39.15,59.71,23.48,10.33,9.87,13.45,18.28,5.28,,4.31,10.11,14.64,,42.5,N,NA,NA,30.82,13.42,11.87,11.38,5,33.23,13.71,12.33,14.35,5,Western Australia,WOODSTOCK STATION,-21.416667,118.916667,,Chapple Group
Egernia epsisolus,Scincidae,Egerniinae,WAM,R10796,104.62,35.13,59.96,24.63,9.46,9.5,13.59,17.71,4.91,,4.15,10.77,16.19,,40.36,N,NA,NA,26.26,13.66,11.95,10.42,5,32,12.15,12.73,14.24,5,Western Australia,"FALSE ENTRANCE WELL, EDEL LAND",-21.416667,118.916667,,Chapple Group
Egernia epsisolus,Scincidae,Egerniinae,WAM,R90897,101.51,36.06,55.72,24.76,10.03,12.18,14.41,17.21,5.24,,4.7,10.59,16.52,,39.91,N,NA,NA,30.54,13.36,11.28,10.89,5,30.26,12.83,12.98,13.51,5,Western Australia,ABYDOS,-21.659722,119.041667,,Chapple Group
Egernia formosa,Scincidae,Egerniinae,WAM,R174561,119.31,42.32,68.74,27.55,10.96,13.9,19.36,23.19,7.16,,4.5,13.52,14.88,,119.06,N,NA,NA,32.52,11.51,11.52,11.95,5,43.29,16.19,13.85,19.56,5,NA,45KM NORTH TOM PRICE,NA,NA,,Chapple Group
Egernia formosa,Scincidae,Egerniinae,WAM,R152700,120.81,43.91,69.07,26.47,12.01,14.37,17.67,22.06,5.98,,4.98,12.42,17.36,,118.25,Y,68.64,NA,30.05,12.01,11.27,12.88,5,40.71,14.81,14.26,19.99,5,Western Australia,NA,-22.051944,118.987778,,Chapple Group
Egernia formosa,Scincidae,Egerniinae,WAM,R163592,116.32,44.68,64.13,25.52,10.34,13.74,18.18,22.69,6.26,,5.57,12.68,13.91,,101.92,Y,39.97,NA,31.11,13.06,11.56,12.87,5,41.93,18.05,13.71,18.28,5,Western Australia,MOUNT BROCKMAN,-22.183333,117.932222,,Chapple Group
Egernia formosa,Scincidae,Egerniinae,WAM,R135460,121.2,43.41,67.34,22.98,12.41,10.62,15.89,21.64,6.34,,5.48,11.29,15.19,,119.79,N,NA,NA,28.8,12.27,9.71,10.2,5,38.35,14.47,13.31,17.37,5,Western Australia,TOM PRICE AREA,-22.310556,117.321944,,Chapple Group
Egernia formosa,Scincidae,Egerniinae,WAM,R151163,111.33,39.51,63.88,24.82,12.38,11.56,16.5,20.59,5.33,,4.95,13.16,14.69,,136.19,N,NA,NA,25.88,14.44,10.47,10.6,5,39.03,16.87,13.47,17.75,5,Western Australia,CHICHESTER RANGE,-22.642778,117.744722,,Chapple Group
Egernia hosmeri,Scincidae,Egerniinae,ANWC,R0181,128,42,81,29,15.16,19.46,26.56,28.8,17.81,2.5,6.22,19.13,22.5,,101,N,,,45.57,17.2,14.5,13.87,5,56.75,19.3,16.85,20.6,5,,,,,,Ian Brennan
Egernia hosmeri,Scincidae,Egerniinae,SAMA,R36707,144.19,51.96,83.98,39.18,16.44,21.79,28.71,28.45,8.23,3.01,6.81,21.71,25.61,115,115,N,,,49.57,15.73,16.56,17.28,5,56.12,18.6,16.3,21.22,5,,,,,Male,Ian Brennan
Egernia hosmeri,Scincidae,Egerniinae,SAMA,R54332,150.25,54.19,88.11,33.95,14.52,19.29,28,30.21,8.46,2.7,6.15,18.79,21.95,106,106,N,,,51.67,17.45,16.26,17.96,5,61.37,21.41,17.15,22.81,5,,,,,,Ian Brennan
Egernia kingii,Scincidae,Egerniinae,MV,R927,232.39,94.85,125.15,45.04,20.96,28.28,33.5,46.09,13.08,,8,26.44,28.54,,256.52,N,39.34,NA,62.93,22.45,21.67,29.45,5,85.44,33.29,28.04,40.93,5,NA,NA,NA,NA,,Chapple Group
Egernia kingii,Scincidae,Egerniinae,ANWC,R2871,212,72,124,36.3,18.23,26.51,33.98,39.05,10.99,2.76,7.11,24.58,28.93,,209,Y,70,,63.89,21.66,20.82,21.41,5,78.68,23.4,23.64,31.64,5,,,,,,Ian Brennan
Egernia mcpheei,Scincidae,Egerniinae,MV,D09279,105.89,40.02,61.04,20.02,9.99,8.66,16.31,22.48,6.82,,4.95,11.08,12.51,,84.68,Y,11.86,NA,28.78,9.52,9.01,12.67,5,41.27,14.73,13.67,19.19,5,NA,NA,NA,NA,,Chapple Group
Egernia mcpheei,Scincidae,Egerniinae,MV,D09278,90.65,37.95,50.87,16.29,7.39,9,13.62,20.08,6.9,,3.02,10.12,11.31,,97.36,N,NA,NA,28.92,10.05,10.39,13.08,5,34.42,12.61,11.92,17,5,NA,NA,NA,NA,,Chapple Group
Egernia mcpheei,Scincidae,Egerniinae,MV,D09273,95.27,40.52,53.04,19.57,8.28,10.51,14.38,21.57,6.66,,3.88,11.05,10.9,,67.85,N,NA,NA,29.02,9.84,10.31,13.79,5,36.37,13.36,12.52,17.37,5,NA,NA,NA,NA,,Chapple Group
Egernia mcpheei,Scincidae,Egerniinae,MV,D09277,82.58,34.57,44.98,16.53,9.18,7.12,14.75,18.89,5.47,,3.63,8.3,11.97,,84.47,N,NA,NA,26.5,9.46,9.06,11.81,5,33.53,11.72,11.37,16.81,5,NA,NA,NA,NA,,Chapple Group
Egernia mcpheei,Scincidae,Egerniinae,MV,D09276,90.98,37.01,51.15,17.99,8.25,8.46,14.81,21.05,6.77,,3.84,10.29,12.06,,86.64,N,NA,NA,25.43,9.86,9.2,12.01,5,36.03,12.63,11.87,15.09,5,NA,"Cape York Peninsula, Lockhart River",NA,NA,,Chapple Group
Egernia napoleonis,Scincidae,Egerniinae,WAM,R154694,91.27,35.34,48.59,18.72,9.61,8.91,13.29,19.9,6.26,,4.58,8.65,9.98,,69.61,Y,15.88,NA,27.12,10.84,10,11.29,5,35.2,13.72,11.52,16.94,5,Western Australia,COLLIE AREA,-32.671944,116.281944,,Chapple Group
Egernia napoleonis,Scincidae,Egerniinae,WAM,R154707,87.04,32.62,47.64,17.64,9.3,6.89,12.04,17.33,5.27,,3.88,7.16,10.46,,107.09,N,NA,NA,25,10.18,7.4,10.44,5,33.85,12.65,11.05,17.88,5,Western Australia,DWELLINGUP AREA,-32.719444,116.1125,,Chapple Group
Egernia napoleonis,Scincidae,Egerniinae,WAM,R166861,100.79,34.64,59.77,22.88,11.4,10.08,14.08,19.69,5.86,,4.02,10.05,12.27,,135.51,N,NA,NA,26.33,10.58,9.21,12.81,5,38.78,14.58,13.03,17.13,5,Western Australia,"WEMBLEY, PERTH",-32.823889,115.661944,,Chapple Group
Egernia napoleonis,Scincidae,Egerniinae,WAM,R156649,77.84,30.8,44.96,16.42,8.93,6.31,12.79,17.44,7.33,,4.18,5.92,8.52,,99.43,N,NA,NA,23.89,7.89,7.41,10.35,5,31.8,11.03,10.19,17,5,Western Australia,7.8KM S YOONGARILLUP,-33.267222,116.423611,,Chapple Group
Egernia napoleonis,Scincidae,Egerniinae,WAM,R165586,90.99,31.5,51.99,19.82,7.75,9.49,13,18.41,8.11,,5.04,8.21,9.66,,31.93,Y,3.96,NA,23.95,9.66,8.07,11.29,5,35.04,13.37,11.94,17.37,5,Western Australia,YALGORUP NATIONAL PARK,-33.784722,115.431389,,Chapple Group
Egernia pilbarensis,Scincidae,Egerniinae,WAM,R132519,118.99,45.15,67.3,27.51,11.65,13.07,18.52,23.59,7.34,,5.2,12.63,13.92,,161.7,N,NA,NA,30.55,15.17,12.56,11,5,39.48,17.67,15.93,16.55,5,Western Australia,36 KM SE OF KARRATHA-HARDING RIVER,-20.670556,116.756111,,Chapple Group
Egernia pilbarensis,Scincidae,Egerniinae,WAM,R165529,114.05,45.06,62.08,24.83,12.25,11.78,17.73,23.34,7.11,,5.89,11.79,13.96,,171.36,N,NA,NA,31.67,13.23,12.6,10.66,5,44.05,18.64,16.16,17.57,5,Western Australia,BURRUP PENINSULA,-20.7,116.583333,,Chapple Group
Egernia pilbarensis,Scincidae,Egerniinae,WAM,R61508,119.43,46.36,62.43,26.14,11.72,14.94,21.03,24.02,7.29,,5.23,11.89,17.14,,117.19,Y,15.21,NA,31.12,15.27,14.73,10.83,5,44.62,20.19,16.7,17.03,5,Western Australia,NA,-20.883333,116.616667,,Chapple Group
Egernia pilbarensis,Scincidae,Egerniinae,WAM,R78946,95.64,38.95,48.96,20.19,8.55,10.42,14.25,20.72,6.17,,5.07,11.3,11.34,,93.41,Y,72.96,NA,26.62,11.88,10.93,9.3,5,35.06,15.94,13.3,14.39,5,Western Australia,42KM NNE AUSKI ROADHOUSE,-20.966667,117.1,,Chapple Group
Egernia pilbarensis,Scincidae,Egerniinae,WAM,R108845,118.06,45.1,56.13,21.95,10.76,11,17.44,24.06,6.82,,5.31,10.11,14.17,,157.7,N,NA,NA,27.45,13.53,11.1,9.93,5,37.79,17.31,13.61,15.45,5,Western Australia,MYAREE POOL MAITLAND RIVER,-21.983333,119.75,,Chapple Group
Egernia richardi,Scincidae,Egerniinae,SAMA,R31971,101.12,40.33,53.58,19.52,10.21,12.46,15.63,20.34,7.28,,3.53,11.39,12.74,,104.23,N,NA,NA,23.86,8.67,7.63,10.51,5,35.38,14.09,13.24,17.9,5,NA,NA,NA,NA,,Chapple Group
Egernia richardi,Scincidae,Egerniinae,SAMA,R29216,111.01,40.79,64.4,21.8,11.98,10.69,14.47,21.67,6.74,,3.26,10.37,14.55,,93.83,N,NA,NA,26.36,9.45,9.36,13.45,5,33.7,12.29,11.91,20.59,5,South Australia,NA,-31.47,129.9,,Chapple Group
Egernia richardi,Scincidae,Egerniinae,SAMA,R56552,98.91,36.72,55.29,17.44,8.3,10.99,14.07,19.16,6.36,,3.32,9.18,11.41,,100.55,N,NA,NA,21.51,7.66,8.69,8.59,5,28.4,11.82,11.34,15.57,5,South Australia,NA,-32.7189,135.6908,,Chapple Group
Egernia richardi,Scincidae,Egerniinae,SAMA,R33902,107.76,38.85,59.81,21.78,10.2,12.04,14.25,19.28,7.05,,3.66,10.6,12.76,,89.55,Y,16.39,NA,23.39,8.21,9.02,10.39,5,32.24,12.59,11.94,15.95,5,South Australia,NA,-32.9,134.2,,Chapple Group
Egernia richardi,Scincidae,Egerniinae,SAMA,R38424,110.37,40.18,60.87,19.81,10.02,11.47,15.74,20.15,7.61,,3.58,11.67,14.27,,92.84,Y,9.94,NA,23.07,9.18,8.77,10.6,5,33.81,13.35,11.6,17.27,5,South Australia,NA,-32.9583,135.2333,,Chapple Group
Egernia rugosa,Scincidae,Egerniinae,QLD,J80163,221,70.84,124.39,42.76,21.26,27.9,37.01,39.38,11.15,,8.3,28.87,26.14,,224,Y,12.73,NA,49.72,21.82,21.06,18.82,5,78.31,28,25.31,25,5,NA,NA,NA,NA,,Chapple Group
Egernia rugosa,Scincidae,Egerniinae,QLD,J80162,226,69.65,127.89,43.77,22.39,33.52,35.15,39.59,11.66,,8,31.06,26.13,,216.44,Y,3.37,NA,51.98,24.05,22.18,20.36,5,82.86,27.76,26.2,28.9,5,NA,NA,NA,NA,,Chapple Group
Egernia rugosa,Scincidae,Egerniinae,QLD,J5895,229,74.23,124.45,43.96,25.31,29.87,35.76,39,11.79,,9.52,30.97,30.6,,235.77,N,NA,NA,51.31,24.24,21.78,16.75,5,65.23,30.76,26.83,27.38,5,NA,NA,NA,NA,,Chapple Group
Egernia rugosa,Scincidae,Egerniinae,QLD,J426,219,70.41,125,40.8,22.53,31.79,33.5,35.49,11.14,,9.68,29.08,26.15,,192,Y,2.77,NA,47.81,21.02,21.04,19.37,5,62.61,26.86,26.75,25.9,5,NA,NA,NA,NA,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33159,118.33,44.73,67.29,24.52,12.03,11.65,17.32,23.61,7.37,,4.66,11.15,14.89,,128.12,N,NA,NA,33.75,10.37,10.16,16.42,5,46.74,16.77,13.7,21.04,5,New South Wales,"Jigamy Creek, 9.6 km N of Eden",-36.97,149.92,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33151,104.42,37.63,54.22,18.38,10.12,10.06,15.32,22.3,6.39,,4.15,10.02,12.2,,123.37,N,NA,NA,29.5,11.17,8.81,13.04,5,40.45,15.01,12.31,20.46,5,Victoria,Ghin Ghin,-37.1,145.37,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33147,112.48,43.46,59.44,21.39,12.55,11.24,16.87,23.29,7.36,,3.87,11.24,14.64,,124.28,N,NA,NA,31.91,10.75,9.15,14.66,5,45.14,16.47,14.09,19.19,5,Victoria,Ghin Ghin,-37.1,145.37,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33113,97.95,39.15,50.78,17.53,10.01,9.5,13.9,20.57,5.93,,3.6,9.62,11.13,,119.5,N,NA,NA,29.11,10.42,8.47,12.67,5,40.78,15.01,11.56,20.15,5,Victoria,"Grampians, Tower Hill, Mt Rosea Track",-37.2,142.47,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33111,104.64,38.43,53.83,21.69,9.97,9.6,15.62,22.4,7.09,,4.24,10.03,13.09,,115.92,N,NA,NA,32.03,11.64,10.26,15.2,5,42.28,15.7,13.19,19.72,5,Victoria,"Grampians, Tower Hill, Mt Rosea Track",-37.2,142.47,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33110,103.63,41.3,50.71,21.89,10.8,10.99,15.97,22.85,7.21,,3.75,11.29,13.96,,113.7,Y,5.69,NA,31.51,11.37,10.54,14.24,5,43.89,15.74,13.32,21.23,5,Victoria,"Grampians, Tower Hill, Mt Rosea Track",-37.2,142.47,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33118,88.87,37.41,45.89,16.02,10.15,9.72,15.13,21.08,6.07,,3.66,9.25,11.64,,112.09,N,NA,NA,29.34,9.67,9.54,13.13,5,39.42,13.8,12.16,19.91,5,Victoria,Mt. Disappointment,-37.43,145.13,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33123,103.79,39.58,52.99,19.13,10.58,10.06,16.65,24.08,6.96,,4.34,10.73,13.31,,105.64,N,NA,NA,31.73,11.09,9.57,13.16,5,43.17,15.44,13.72,21.09,5,Victoria,Mt. Disappointment,-37.43,145.13,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33119,92.72,36.93,45.76,16.61,9.92,8.21,13.59,19.75,5.66,,3.35,8.63,11.68,,108.41,N,NA,NA,28.41,9.82,9.76,13.03,5,39.42,13.51,11.26,20.17,5,Victoria,Mt. Disappointment,-37.43,145.13,,Chapple Group
Egernia saxatilis,Scincidae,Egerniinae,MV,D33162,116.75,42.96,65.55,21.33,10.62,11.57,16.96,22.7,6.56,,4.01,11.22,14.76,,128.17,N,NA,NA,31.25,10.29,10.98,13.81,5,43.26,16.2,13.94,19.86,5,Victoria,"	East Gippsland (S), 3.2 km N of Cann River",-37.53,149.15,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D15437,102.53,38.77,56.57,17.56,9.67,9.7,15.03,21.47,6.73,,3.87,10.5,11.93,,98.59,N,NA,NA,27.33,6.6,8.56,12.17,5,39.22,14.57,12.58,18.41,5,Victoria,Mallee,NA,NA,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D15433,107.25,41.62,57.42,19.95,10.05,9.92,16.86,22.6,6.88,,3.74,10.46,12.52,,113.36,N,NA,NA,29.65,9.83,9.27,14.48,5,42.08,14.68,12.19,19.91,5,Queensland,"Endeavour River, 14.5 km W, 3.2 km N of Cooktown",-15.4223,145.118,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D15431,104.36,40.63,57.9,17.69,10.45,9.96,14.91,21.51,6.79,,3.64,9.74,12.25,,106.12,N,NA,NA,30.02,10.52,10.45,12.78,5,41.49,15.19,13.5,19.64,5,Queensland,"Cook Highway, S of Port Douglas",-16.48,145.45,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D33610,97.63,36.83,51.86,17.95,9.6,9.52,14.99,20.37,6.98,,3.65,9.68,12.37,,109.39,N,NA,NA,26.12,9.78,9.03,11.86,5,34.75,13.62,9.32,17.1,5,Victoria,15.8 km WSW of Hattah,-34.88,142.22,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D57126,97.08,37.01,51.94,18.09,9.44,8.74,14.72,20.09,6.99,,3.11,8.83,11.13,,106.65,N,NA,NA,27.86,9.3,7.93,12.96,5,36.68,13.38,11.23,18.55,5,Victoria,"Big Desert, 19.8 km SSW of Murrayville",-35.43,141.17,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D40158,101.47,38.34,54.85,20.44,9.79,10.55,15.72,22.36,7.41,,4.14,10.95,13.73,,96.55,N,NA,NA,28.76,10.11,9.54,14.8,5,42.06,13.94,13.23,20.68,5,Victoria,Mt. Lawson,-36.05,147.45,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D17972,100.47,40.52,50.11,17.42,8.91,9.54,15.03,20.6,7.39,,3.56,9.97,12.23,,104.15,N,NA,NA,28.16,9.8,8.16,13.24,5,39.78,13.98,12.55,18.82,5,Victoria,"Warby Ranges State Park, Adams Road, 1.1 km N of Wangaratta to Thoona road",-36.28,146.18,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D40196,100.14,38.24,53.78,20.67,9.88,10.78,16.11,22.37,6.95,,4.03,10.6,12.55,,101.29,N,NA,NA,26.89,10.26,9.5,13.08,5,39.28,13.87,12.3,19.54,5,Victoria,junction of the Mitta Mitta River & Larsens Creek,-36.6,147.63,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D40195,105.44,38.92,57.47,19.79,10.19,9.78,15.05,21.74,7.25,,4.06,9.6,12.19,,106.88,N,NA,NA,27.1,9.21,9.88,11.99,5,41.44,15.33,12.05,20.22,5,Victoria,junction of the Mitta Mitta River & Larsens Creek,-36.6,147.63,,Chapple Group
Egernia striolata,Scincidae,Egerniinae,MV,D74984,99.37,37.2,55.15,22.23,10.75,10.1,17.01,21.36,6.87,,3.44,11.27,13.16,,116.65,N,NA,NA,28.02,9.95,8.3,14.05,5,40.82,13.53,12.4,20.28,5,Victoria,"Karoondat Junction Glenore & Main roads, Gelantipy",-37.17,148.25,,Chapple Group
Egernia zellingi,Scincidae,Egerniinae,SAMA,R70169,165.07,55.46,97.68,45.59,17.91,23.78,30.9,30.33,10.05,,5.02,21.1,29.67,,62.85,N,NA,NA,52.24,18.24,16.8,17.2,5,57.17,19.43,16.21,21.53,5,South Australia,2km ESE Andamooka Homestead,-30.73637072,137.2247927,accessioned as Egernia stokesii,Chapple Group
Egernia zellingi,Scincidae,Egerniinae,SAMA,R33421,152.6,49.67,92.88,38.53,14.77,21.84,27.36,23.42,8.58,,5.29,21.01,26.3,,61.2,N,NA,NA,50.34,15.53,17.47,17.34,5,59.15,21.47,18.13,19.55,5,South Australia,Yudnamutana,-30.2,139.27,accessioned as Egernia stokesii,Chapple Group
Egernia zellingi,Scincidae,Egerniinae,SAMA,R52358,183.55,64.94,108.46,47.7,16.71,24.02,30.68,33.78,9.72,,6.26,24.03,31.71,,82.79,N,NA,NA,58.19,18.13,19.66,20.4,5,75.87,25.91,23.49,26.47,5,South Australia,NA,-31.1228,138.8525,accessioned as Egernia stokesii,Chapple Group
Egernia zellingi,Scincidae,Egerniinae,SAMA,R33419,140.43,47.71,82.87,37.57,15.91,19.88,27.01,25.23,9.73,,5.04,18.09,27.58,,51.73,N,NA,NA,47.1,13.87,15.04,18.19,5,59.76,20.5,18.52,20.74,5,South Australia,NA,-31.25,136.72,accessioned as Egernia stokesii,Chapple Group
Egernia zellingi,Scincidae,Egerniinae,SAMA,R33420,166.77,51.43,102.64,39.55,17.13,22.45,26.44,24.96,9.53,,4.95,20.49,29.83,,69.24,N,NA,NA,50.61,15.58,17.24,17.79,5,56.22,21.88,18.1,16.24,5,South Australia,NA,-31.25,136.72,accessioned as Egernia stokesii,Chapple Group
Liopholis guthega,Scincidae,Egerniinae,ANWC,R1240,98,36,57,18.54,8.62,12.34,15.09,21.42,5.66,2.07,5.15,14.25,11.58,,105,N,,,30.08,9.43,9.45,11.2,5,40.11,11.87,11.52,16.72,5,,,,,,Ian Brennan
Liopholis guthega,Scincidae,Egerniinae,ANWC,R1241,97,36,52,9.18,12.22,13.09,16.33,21.67,6.22,2.34,4.95,15.65,11.94,,105,N,,,30.08,9.03,9.08,11.97,5,41.05,12.57,11.64,16.84,5,,,,,,Ian Brennan
Liopholis inornata,Scincidae,Egerniinae,MV,D1368,74.5,27.43,44.14,12.28,6.15,9.73,13.22,15.37,3.89,,5.62,10.45,8.32,,90.79,Y,48.15,NA,22.11,7.72,7.26,9.16,5,30.81,10.1,10.66,14.14,5,NA,NA,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R177634,71.1,25.51,39.58,13.79,5.64,7.59,12.11,13.37,3.23,,5.13,8.48,7.99,,80.53,Y,25.85,NA,20.21,7.18,7.15,8.65,5,27.58,9.96,9.25,12.74,5,NA,NA,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R176058,71.42,27.56,37.96,13.51,6.16,8.19,12.27,14.56,3.79,,5.43,8.52,8.67,,90.5,N,NA,NA,22.29,7.77,7.31,9.4,5,29.77,10.18,9.89,13.48,5,NA,NA,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R34262,66.01,26.19,37.02,15.32,5.62,7.9,12.12,13.91,3.51,,4.52,8.32,8.24,,83.76,Y,41.11,NA,18.79,7.13,7.2,8.65,5,26.37,8.81,9.42,13.2,5,NA,NA,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R163361,74.39,26.59,42.21,15.14,6.34,8.58,13.15,14.61,3.74,,5.1,9.47,7.97,,58.9,Y,32.16,NA,20.06,7.74,7.94,9.45,5,30.53,10.68,10.56,13.11,5,NA,NA,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MV,D33827,71.84,25.84,43.07,14.48,4.94,8.7,11.02,13.84,3.16,,4.81,9.12,7.99,,80.52,N,NA,NA,21.82,8.73,6.84,8.33,5,23.41,9.77,9.19,9.5,5,Queensland,40 km WNW of Birdsville,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R42048,67.7,25.57,38.33,12.32,6.31,7.55,11.35,13.74,3.57,,4.75,8.49,7.02,,77.33,N,NA,NA,22.32,8.2,7.27,8.6,5,29.27,11.01,9.83,12.01,5,NA,NA,NA,NA,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,AM,R113160,70.84,25.52,42.22,15.51,6.27,7.78,11.03,14.21,3.22,,4.4,7.73,7.78,,59.56,Y,44.76,NA,22.29,8.14,7.48,9.62,5,29.82,10.93,9.76,12.99,5,QLD,"25km North of Poeppel Corner, Simpson Desert",-25.766,138,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,WAM,R166361,73.99,27.12,43.07,15.06,6.62,8.62,12.72,15.72,3.89,,5.71,10.33,8.76,,58.95,Y,32.8,NA,20.72,8.96,7.74,8.58,5,31.87,10.64,10.5,13.2,5,WA,18.4KM NE BLACKSTONE,-25.891667,128.426944,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,MAGNT,R18501,76.62,25.97,45.37,16.47,5.85,10.11,12.75,14.42,3.71,,4.36,9.96,9.3,,78.69,Y,35.48,NA,22.68,9.24,7.73,8.95,5,30.07,10.69,9.92,13.19,5,NT,"Andado Station, Central Australia",-26,135.2111,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R12820A,73.88,27.07,41.84,14.12,7.06,8.5,13.61,15.57,3.8,,4.46,10.11,10.16,,87.64,N,NA,NA,22.48,8.23,7.8,8.47,5,30.07,10.95,10.47,12.48,5,South Australia,"4 MILES E LAKE SURPRISE, SIMPSON DESERT",-26.07,136.6,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R12820.A,73.88,27.07,41.84,14.12,7.06,8.5,13.61,15.57,3.8,,4.46,10.11,10.16,,87.64,N,NA,NA,22.48,8.23,7.8,8.47,5,30.07,10.95,10.47,12.48,5,SA,"4 MILES E LAKE SURPRISE, SIMPSON DESERT",-26.07,136.6,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R17319,72.8,24.38,42.67,13.24,6.41,9.63,12.51,14.89,3.79,,4.42,10.83,8.85,,81.36,Y,19.53,NA,22.96,9.07,8.07,8.77,5,30.61,11.18,10.54,12.81,5,SA,"ROAD TO MOKARI, SIMPSON DESERT",-26.23,136.33,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R50949,57.95,23.69,29.83,8.91,4.93,5.8,9.72,12.4,2.98,,4.53,7.24,5.75,,72.25,N,NA,NA,20.41,7.76,6.64,9.19,5,24.25,8.36,8.56,10.8,5,SA,"19 KM SE CARRUTHERS HILL,SIMP DES CONS PK",-26.3572,138.1575,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R40534,77.61,28.85,44.64,16.2,6.99,8.91,13.8,16.63,4.34,,5.18,10.32,9.39,,74.99,Y,32.35,NA,22.71,9.32,8.7,9.24,5,32.05,11.85,11.49,14.25,5,SA,10.5 KM WSW OF HAMILTON H/S,-26.75,135,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R52829,72.49,27.68,39.85,11.95,6.15,8.16,12.44,14.8,3.66,,5.25,9.09,8.08,,72.87,Y,42.03,31.54,22.58,8.19,7.12,11.11,5,32.4,11.23,11.03,13.91,5,SA,12.6 KM NNE OF LAMBINA STN,-26.8003,134.0906,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R45431,71.84,24.67,42.1,12.18,5.66,7.64,11.83,13.76,3.63,,4.61,8.09,7.57,,74.24,N,NA,NA,20.95,8.32,7.25,8.35,5,29.42,9.98,10.32,13.3,5,SA,14.2 KM ESE OF 3YINNA HILL,-27.0042,131.355,,Chapple Group
Liopholis inornata,Scincidae,Egerniinae,SAMA,R56478,62.82,23.24,34.84,12.12,5.02,7.09,10.13,13.54,3.09,,4.72,7.81,6.63,,70.64,Y,27.19,NA,21.92,8.36,7.19,10.28,5,28.56,9.66,9.51,13.53,5,SA,7.4 km ESE (106 degrees) Mount Hoare,-27.0769,129.7728,,Chapple Group
